"ID","Code","Scientific Name","Common Name"
1496,SP8,Sparattosperma,"Sparattosperma spp"
1497,SW2,Swartzia,"Swartzia spp"
1498,TA20,Tapirira,"Tapirira spp"
1499,ZE4,Zeyheria,"Zeyheria spp"
1500,AB4,Abarema,"Abarema spp"
1501,AC11,Acosmium,"Acosmium spp"
1502,AC12,Actinostemon,"Actinostemon spp"
1503,AI3,Aiouea,"Aiouea spp"
1504,AL19,Alseis,"Alseis spp"
1505,AM10,Amaioua,"Amaioua spp"
1507,AS4,Aspidosperma,"Aspidosperma spp"
1508,AS5,Astrocaryum,"Astrocaryum spp"
1509,AS6,Astronium,"Astronium spp"
1510,AU3,Aureliana,"Aureliana spp"
1511,BA15,Bactris,"Bactris spp"
1512,BA16,Bathysa,"Bathysa spp"
1513,BL2,Blepharocalyx,"Blepharocalyx spp"
1514,BO12,Boehmeria,"Boehmeria spp"
1515,CA61,Carpotroche,"Carpotroche spp"
1516,CA62,Caryodendron,"Caryodendron spp"
1517,CI10,Citronella,"Citronella spp"
1518,CL14,Clarisia,"Clarisia spp"
1519,CO45,Couepia,"Couepia spp"
1520,CO46,Coussarea,"Coussarea spp"
1521,CO47,Coutarea,"Coutarea spp"
1522,CY13,Cybistax,"Cybistax spp"
1523,DI14,Diatenopteryx,"Diatenopteryx spp"
1524,EC4,Ecclinusa,"Ecclinusa spp"
1525,ER17,Eriotheca,"Eriotheca spp"
1527,GE7,Geonoma,"Geonoma spp"
1528,HA16,Handroanthus,"Handroanthus spp"
1529,HE26,Heisteria,"Heisteria spp"
1530,HI6,Himatanthus,"Himatanthus spp"
1531,JO,Joannesia,"Joannesia spp"
1533,LA19,Lacistema,"Lacistema spp"
1534,LA20,Lamanonia,"Lamanonia spp"
1535,MA39,Malouetia,"Malouetia spp"
1538,ME21,Meriania,"Meriania spp"
1539,ME22,Metternichia,"Metternichia spp"
1540,MO12,Mollinedia,"Mollinedia spp"
1541,MY11,Myrceugenia,"Myrceugenia spp"
1542,NE18,Neomitranthes,"Neomitranthes spp"
1543,PA23,Pachystroma,"Pachystroma spp"
1544,PE27,Peltogyne,"Peltogyne spp"
1545,PH19,Phyllostemonodaphne,"Phyllostemondaphne spp"
1546,PL15,Plathymenia,"Plathymenia spp"
1547,PL16,Platycyamus,"Platycyamus spp"
1548,PO18,Posoqueria,"Posoqueria spp"
1549,PR9,Protium,"Protium spp"
1551,RO10,Roupala,"Roupala spp"
1552,RU2,Rudgea,"Rudgea spp"
1554,RU4,Rustia,"Rustia spp"
1555,SE15,Seguieria,"Seguieria spp"
1556,SE16,Senefeldera,"Senefeldera spp"
1557,SI11,Simaba,"Simaba spp"
1558,SI12,Simira,"Simira spp"
1559,SI13,Siparuna,"Siparuna spp"
1560,SO6,Sorocea,"Sorocea spp"
1561,SW3,Sweetia,"Sweetia spp"
1562,TE19,Tetrorchidium,"Tetrorchidium spp"
1563,TO8,Tovomita,"Tovomita spp"
1564,VA8,Varronia,"Varronia spp"
1565,VO,Vochysia,"Vochysia spp"
1566,XY4,Xylopia,"Xylopia spp"
1567,ZO,Zollernia,"Zollernia spp"
1569,ME1,Metrodorea,"Metrodorea spp"
1570,AP3,Aparisthmium,"Aparisthmium spp"
1571,EN5,Endlicheria,"Endlicheria spp"
1572,SE4,Senegalia,"Senegalia spp"
1573,CR1,Critoniopsis,"Critoniopsis spp"
1574,HE3,Heterocondylus,"Heterocondylus spp"
1575,ST4,Stifftia,"Stifftia spp"
1576,PS20,Pseudosasa,"Pseudosasa spp"
1578,PH8,Philodendron,"Philodendron spp"
1579,DI9,Distictis,"Distictis spp"
1580,CR10,Crassula,"Crassula spp"
1581,SO7,Solandra,"Solandra spp"
1585,ABAL,"Adonidia alba","Silver fir"
1586,ABAM,"Abies amabilis","Pacific silver fir"
1587,ABBA,"Abies balsamea","Balsam fir"
1588,ABBR,"Abies bracteata","Bristlecone fir"
1589,ABCO,"Abies concolor","White fir"
1590,ABFR,"Abies fraseri","Fraser fir"
1591,ABGR,"Abies grandis","Grand fir"
1592,ABHO,"Abies holophylla","Manchurian fir"
1593,ABHO2,"Abies homolepis","Japanese fir"
1594,ABLA,"Abies lasiocarpa","Subalpine fir"
1595,ABMA,"Abies magnifica","California red fir"
1596,ABPH,"Abies x phanerolepis","Bracted balsam fir"
1597,ABPI,"Abies pinsapo","Spanish fir"
1598,ABPR,"Abies procera","Noble fir"
1599,ABSH,"Abies x shastensis","Shasta red fir"
1608,ACAN,"Acacia aneura",Mulga
1610,ACBA2,"Acacia baileyana","Bailey acacia"
1617,ACCY2,"Acacia cyclops","Cyclops acacia"
1618,ACDE3,"Acacia dealbata","Silver wattle"
1619,ACDE,"Acacia decurrens","Green acacia"
1624,ACKO2,"Acacia koaia",Koaoha
1625,ACLO,"Acacia longifolia","Sydney golden wattle"
1627,ACME80,"Acacia mearnsii","Black wattle"
1628,ACME,"Acacia melanoxylon",Blackwood
1634,ACPA8,"Acacia paradoxa","Paradox acacia"
1637,ACPO2,"Acacia podalyriifolia","Pearl wattle"
1639,ACPY3,"Acacia pycnantha","Golden wattle"
1642,ACRE2,"Acacia retinodes","Water wattle"
1646,ACSA,"Acacia saligna","Orange wattle"
1652,ACVE2,"Acacia verticillata","Prickly moses"
1655,ACAM2,"Acalypha amentacea","Catch me if you can"
1656,ACBE2,"Acalypha berteroana","Berteron acalypha"
1657,ACBI3,"Acalypha bisetosa","Streambank copperleaf"
1658,ACHI2,"Acalypha hispida","Bristly copperleaf"
1659,ACPO4,"Acalypha portoricensis","Puerto rico copperleaf"
1687,ACAR,"Acnistus arborescens",Hollowheart
1688,ACWR,"Acoelorrhaphe wrightii","Paurotis palm"
1689,ACME3,"Acrocomia media",Corozo
1690,ACTO5,"Acrocomia totai","Grugru palm"
1695,ADFA,"Adenostoma fasciculatum",Chamise
1696,ADSP,"Adenostoma sparsifolium",Redshank
1700,AEEL,"Aegiphila elata","Tall spiritweed"
1701,AEIN5,"Aegiphila integrifolia","Entireleaf spiritweed"
1702,AEMA,"Aegiphila martinicensis","Caribbean spiritweed"
1703,AEHA2,"Aeonium haworthii","Haworth's aeonium"
1719,AGPO2,"Agarista populifolia","Florida hobblebush"
1720,AGHA4,"Ageratina havanensis","Havana snakeroot"
1721,AGRE3,"Ageratina resiniflua","Resinous snakeroot"
1723,AIMI,"Aiphanes minima","Guinea bactris"
1733,ALLA,"Alchornea latifolia",Achiotillo
1737,ALMO,"Aleurites moluccanus","Indian walnut"
1740,ALBL,"Allamanda blanchetii","Purple allamanda"
1741,ALCR9,"Allophylus crassinervis","Palo blanco"
1758,ALPO3,"Alphitonia ponderosa","Hawai'i kauilatree"
1759,ALAM5,"Alsophila amintae","Forest alsophila"
1760,ALBR4,"Alsophila bryophila","Helecho gigante de sierra"
1761,ALPO7,"Alsophila portoricensis","Puerto rico alsophila"
1762,ALMA16,"Alstonia macrophylla",Deviltree
1763,ALAM,"Alvaradoa amorphoides","Mexican alvaradoa"
1794,AMLA2,"Amphitecna latifolia","Black calabash"
1795,AMBA2,"Amyris balsamifera","Balsam torchwood"
1796,AMDI4,"Amyris diatrypa","Hairy torchwood"
1797,AMEL,"Amyris elemifera",Torchwood
1798,AMMA3,"Amyris madrensis","Mountain torchwood"
1799,AMTE4,"Amyris texana","Texas torchwood"
1802,ANIM,"Andira inermis","Cabbagebark tree"
1803,ANBR7,"Aniba bracteata",Canelillo
1811,ANMU,"Annona muricata",Soursop
1812,ANRE,"Annona reticulata","Custard apple"
1813,ANSQ,"Annona squamosa","Sugar apple"
1816,ANKA,"Antidesma x kapuae","Kapua chinalaurel"
1817,ANPL2,"Antidesma platyphyllum",Ha'a
1818,ANPU2,"Antidesma pulvinatum",Hame
1820,ANAC4,"Stenostomum acutata","Placa chiquitu"
1821,ANCO3,"Stenostomum coriacea",Pegwood
1823,ANOB2,"Stenostomum obtusifolia","Quina roja"
1824,ANPO3,"Stenostomum portoricensis","Puerto rico quina"
1825,ANSI,"Stenostomum sintenisii","Sintenis' quina"
1830,ARAR,"Araucaria araucana","Monkeypuzzle tree"
1831,ARBI,"Araucaria bidwillii","Bunya bunya"
1833,ARHE,"Araucaria heterophylla","Norfolk island pine"
1834,ARAN,"Arbutus andrachne","Cyprus strawberry tree"
1835,ARAR2,"Arbutus arizonica","Arizona madrone"
1836,ARME,"Arbutus menziesii","Pacific madrone"
1837,ARUN,"Arbutus unedo","Strawberry tree"
1838,ARAL,"Archontophoenix alexandrae","Alexandra palm"
1840,ARAN2,"Arctostaphylos andersonii","Santa cruz manzanita"
1841,ARAU,"Arctostaphylos auriculata","Mount diablo manzanita"
1842,ARBA4,"Arctostaphylos bakeri","Baker's manzanita"
1843,ARBE3,"Arctostaphylos x benitoensis","Benito's mazanita"
1844,ARCA33,"Arctostaphylos x campbelliae","Campbell manzanita"
1845,ARCA5,"Arctostaphylos canescens","Hoary manzanita"
1846,ARCA21,"Arctostaphylos catalinae","Santa catalina manzanita"
1847,ARCI,"Arctostaphylos x cinerea","Waldo manzanita"
1848,ARCO23,"Arctostaphylos x coloradensis","Colorado manzanita"
1849,ARCO3,"Arctostaphylos columbiana","Hairy manzanita"
1850,ARCO13,"Arctostaphylos confertiflora","Santa rosa manzanita"
1851,ARCR6,"Arctostaphylos cruzensis","La cruz manzanita"
1852,ARED,"Arctostaphylos edmundsii","Little sur manzanita"
1853,ARGA4,"Arctostaphylos gabrielensis","San gabriel manzanita"
1854,ARGL3,"Arctostaphylos glandulosa","Eastwood's manzanita"
1855,ARGL4,"Arctostaphylos glauca","Bigberry manzanita"
1856,ARGL5,"Arctostaphylos glutinosa","Schreiber's manzanita"
1857,ARHE4,"Arctostaphylos x helleri","Heller's manzanita"
1858,ARHI5,"Arctostaphylos hispidula","Gasquet manzanita"
1859,ARHO7,"Arctostaphylos hooveri","Hoover's manzanita"
1860,ARIM,"Arctostaphylos imbricata","San bruno manzanita"
1861,ARIN2,"Arctostaphylos insularis","Island manzanita"
1862,ARJE,"Arctostaphylos x jepsonii","Jepson's manzanita"
1863,ARLA21,"Arctostaphylos x laxiflora","Lazyflower manzanita"
1864,ARLU4,"Arctostaphylos luciana","Santa lucia manzanita"
1865,ARMA31,"Arctostaphylos malloryi","Mallory's manzanita"
1866,ARMA,"Arctostaphylos manzanita","Whiteleaf manzanita"
1867,ARME7,"Arctostaphylos x media","Intermediate manzanita"
1868,ARME8,"Arctostaphylos mendocinoensis","Pygmy manzanita"
1869,ARME3,"Arctostaphylos mewukka","Indian manzanita"
1870,ARMO5,"Arctostaphylos montaraensis","Montara manzanita"
1871,ARMO6,"Arctostaphylos montereyensis","Monterey manzanita"
1872,ARMO12,"Arctostaphylos moranii","Moran's manzanita"
1873,ARMO2,"Arctostaphylos morroensis","Morro manzanita"
1874,ARMY,"Arctostaphylos myrtifolia","Ione manzanita"
1875,ARNI,"Arctostaphylos nisseniana","Nissenan manzanita"
1876,ARNO6,"Arctostaphylos nortensis","Del norte manzanita"
1877,AROB,"Arctostaphylos obispoensis","Serpentine manzanita"
1878,AROS,"Arctostaphylos osoensis","Oso manzanita"
1879,AROT,"Arctostaphylos otayensis","Otay manzanita"
1880,ARPA19,"Arctostaphylos pacifica","Pacific manzanita"
1881,ARPA3,"Arctostaphylos pajaroensis","Pajaro manzanita"
1882,ARPA21,"Arctostaphylos pallida","Alameda manzanita"
1883,ARPA4,"Arctostaphylos parryana","Parry manzanita"
1884,ARPA6,"Arctostaphylos patula","Greenleaf manzanita"
1885,ARPE5,"Arctostaphylos pechoensis","Pecho manzanita"
1886,ARPE9,"Arctostaphylos peninsularis","Peninsular manzanita"
1887,ARPI,"Arctostaphylos pilosula","La panza manzanita"
1888,ARPR,"Arctostaphylos pringlei","Pringle manzanita"
1889,ARPU10,"Arctostaphylos purissima","La purissima manzanita"
1890,ARRA7,"Arctostaphylos rainbowensis","Rainbow manzanita"
1891,ARRE5,"Arctostaphylos refugioensis","Refugio manzanita"
1892,ARRE7,"Arctostaphylos regismontana","Kings mountain manzanita"
1893,ARRE8,"Arctostaphylos x repens","Pmc manzanita"
1894,ARRU,"Arctostaphylos rubra","Red fruit bearberry"
1895,ARRU2,"Arctostaphylos rudis","Shagbark manzanita"
1896,ARSI,"Arctostaphylos silvicola","Bonny doon manzanita"
1897,ARST,"Arctostaphylos stanfordiana","Stanford's manzanita"
1898,ARTO2,"Arctostaphylos tomentosa","Woollyleaf manzanita"
1899,ARUV,"Arctostaphylos uva-ursi",Kinnikinnick
1900,ARVI3,"Arctostaphylos virgata","Bolinas manzanita"
1901,ARVI7,"Arctostaphylos viridissima","Whitehair manzanita"
1902,ARVI4,"Arctostaphylos viscida","Sticky white manzanita"
1903,ARWE,"Arctostaphylos wellsii","Wells' manzanita"
1904,ARCR80,"Ardisia crenata","Hen's eyes"
1905,AREL4,"Ardisia elliptica",Shoebutton
1906,ARES,"Ardisia escallonioides",Marlberry
1907,ARGL11,"Ardisia glauciflora",Ausubon
1908,ARJA,"Ardisia japonica","Japanese ardisia"
1909,ARLU3,"Ardisia luquillensis","Mountain marlberry"
1910,AROB2,"Ardisia obovata","Guadeloupe marlberry"
1911,ARSO,"Ardisia solanacea","China shrub"
1913,ARGN2,"Argusia gnaphalodes","Sea rosemary"
1921,ARCH,"Aristotelia chilensis",Maqui
1922,ARCA11,"Artemisia californica","Coastal sagebrush"
1923,ARTR,"Artemisia tridentata","Big sagebrush"
1924,ARTR4,"Artemisia tripartita","Threetip sagebrush"
1926,ARHE2,"Artocarpus heterophyllus",Jackfruit
1935,ATEM,"Atamisquea emarginata",Vomitbush
1936,ATCA,"Atriplex canescens","Four winged saltbrush"
1937,ATGR2,"Atriplex griffithii","Griffiths' saltbush"
1938,ATHY,"Atriplex hymenelytra",Desertholly
1939,ATJO,"Atriplex johnstonii","Johnson's saltbush"
1940,ATLA2,"Atriplex lampa","South american saltbush"
1941,ATNA,"Atriplex navajoensis","Navajo saltbush"
1942,ATNU,"Atriplex nummularia","Bluegreen saltbush"
1944,ATSP,"Atriplex spinifera","Spinescale saltbush"
1945,ATTO,"Atriplex torreyi","Torrey's saltbush"
1946,ATVE,"Atriplex vesicaria","Aboriginal saltbush"
1947,AUJA,"Aucuba japonica","Japanese aucuba"
1948,AUPA2,"Auerodendron pauciflorum",Turtlefat
1949,AVGE,"Avicennia germinans","Black mangrove"
1950,AVMA3,"Avicennia marina","Gray mangrove"
1955,BADI3,"Baccharis dioica","Broombush false willow"
1957,BAGL,"Baccharis glomeruliflora",Silverling
1959,BANE2,"Baccharis neglecta",Rooseveltweed
1960,BAPI,"Baccharis pilularis","Dwarf chaparral broom"
1967,BAAR8,"Bambusa bambos","Thorny bamboo"
1968,BABE2,"Bambusa beecheyana","Beechey's bamboo"
1969,BALO3,"Guadua longifolia","Longflower bamboo"
1970,BALO4,"Bambusa longispiculata","Mahal bamboo"
1971,BAPO6,"Bambusa polymorpha","Polymorph bamboo"
1972,BATE6,"Bambusa textilis","Textile bamboo"
1973,BATU,"Bambusa tulda",Bamboo
1974,BATU2,"Bambusa tuldoides","Puntingpole bamboo"
1975,BAVU2,"Bambusa vulgaris","Common bamboo"
1976,BAPO,"Banara portoricensis","Puerto rico palo de ramon"
1977,BAVA2,"Banara vanderbiltii","Vanderbilt palo de ramon"
1979,BALU2,"Barleria lupulina","Hophead philippine violet"
1980,BAPR,"Barleria prionitis","Porcupine flower"
1981,BASO,"Barleriola solanifolia","False philippine violet"
1982,BAAS,"Barringtonia asiatica","Sea putat"
1994,BERA2,"Befaria racemosa",Tarflower
1995,BEMI,"Beilschmiedia miersii","Belloto del norte"
1996,BEPE2,"Beilschmiedia pendula",Guajon
1998,BEDA,"Berberis darwinii","Darwin's berberis"
2000,BEHA2,"Berberis harrisoniana","Harrison's barberry"
2001,BEJU3,"Berberis julianae","Julian's berberis"
2005,BEWI,"Berberis wilcoxii","Wilcox's barberry"
2034,BIPO,"Bischofia polycarpa","Bischofia polycarpa"
2035,BIOR,"Bixa orellana",Lipsticktree
2036,BLSA2,"Blighia sapida",Akee
2037,BOBR3,"Bobea brevipes",'akupa
2038,BOEL3,"Bobea gaudichaudii","'ahakea lau nui"
2039,BOSA2,"Bobea sandwicensis","Hawai'i dogweed"
2040,BOTI,"Bobea timonioides",'ahakea
2041,BOFR2,"Bocconia frutescens",Parrotweed
2042,BODA,"Bontia daphnoides","White alling"
2043,BOAR2,"Borrichia arborescens","Tree seaside tansy"
2044,BOSP2,"Bouchea spathulata",Spoonleaf
2045,BOGL4,"Bougainvillea glabra",Paperflower
2048,BOVI2,"Bourreria virgata","Roble de guayo"
2049,BOTE2,"Bouvardia ternifolia",Firecrackerbush
2051,BRPO,"Brachychiton populneus",Kurrajong
2052,BRDI8,"Breynia disticha",Snowbush
2056,BRAL3,"Brosimum alicastrum",Breadnut
2057,BRAR6,"Hydrangea arguta",Kanawao
2059,BRCA12,"Brugmansia X candida",Angel's-trumpet
2060,BRSU3,"Brugmansia suaveolens",Angel's-tears
2061,BRGY,"Bruguiera gymnorhiza","Oriental mangrove"
2062,BRPA15,"Bruguiera parviflora","Smallflower bruguiera"
2063,BRCO6,"Brunellia comocladiifolia","West indian sumac"
2065,BRDE4,"Brunfelsia densifolia","Serpentine hill raintree"
2066,BRLA5,"Brunfelsia lactea","Vega blanca"
2067,BRNI6,"Brunfelsia nitida","Cuban raintree"
2068,BRPO3,"Brunfelsia portoricensis","Puerto rico raintree"
2071,BUBU,"Bucida buceras","Black olive"
2072,BUMO,"Terminalia molinetii","Spiny bucida"
2075,BUAS,"Buddleja asiatica",Dogtail
2078,BUMA80,"Buddleja madagascariensis",Smokebush
2083,BUSC,"Buddleja scordioides","Escobilla butterflybush"
2086,BUGL,"Bunchosia glandulosa","Cafe forastero"
2088,BUFA,"Bursera fagaroides","Fragrant bursera"
2089,BUMI,"Bursera microphylla","Elephant tree"
2091,BUCA,"Butia capitata","Jelly palm"
2092,BUPO,"Buxus portoricensis","Puerto rico box"
2093,BUSE2,"Buxus sempervirens","Common box"
2094,BUVA,"Buxus vahlii","Vahl's box"
2095,BYCR,"Byrsonima crassifolia","Maricao cimun"
2096,BYLU,"Byrsonima lucida","Long key locustberry"
2097,BYSP,"Byrsonima spicata",Doncella
2098,BYWA,"Byrsonima wadsworthii",Almendrillo
2099,CACA26,"Caesalpinia caudata","Tailed nicker"
2100,CACI19,"Caesalpinia ciliata",Mato
2101,CACO28,"Caesalpinia coriaria","Divi divi"
2102,CADE15,"Caesalpinia decapetala",Shoofly
2104,CAGI,"Caesalpinia gilliesii","Bird or paradise bush"
2105,CAKA5,"Caesalpinia kauaiensis",Uhiuhi
2106,CAME,"Caesalpinia mexicana","Mexican holdback"
2107,CAMO14,"Caesalpinia monensis","Black nicker"
2108,CAPA33,"Pomaria melanosticta","Parry's holdback"
2109,CAPA34,"Caesalpinia pauciflora","Fewflower holdback"
2110,CAPH,"Caesalpinia phyllanthoides","Wait-a-bit vine"
2111,CAPO6,"Caesalpinia portoricensis","Brown nicker"
2112,CAPU13,"Caesalpinia pulcherrima",Pride-of-barbados
2113,CASP11,"Caesalpinia spinosa","Spiny holdback"
2114,CAVI8,"Hoffmannseggia virgata","Wand holdback"
2116,CAMA45,"Callaeum macropterum",Hillyhock
2117,CAHA10,"Calliandra haematomma","Red powderpuff"
2118,CALO15,"Calliandra haematomma v. locoensis","Rio Loc stickpea"
2119,CAPU33,"Calliandra purpurea","Purple stickpea"
2120,CASU33,"Calliandra surinamensis","Surinamese stickpea"
2125,CACI,"Callistemon citrinus","Crimson bottlebrush"
2126,CAPE,"Callistemon pendula",Bottlebrush
2128,CAVU,"Calluna vulgaris",Heather
2129,CADE2,"Calocedrus decurrens","Incense cedar"
2130,CAIN4,"Calophyllum inophyllum","Alexandrian laurel"
2131,CAGI11,"Calotropis gigantea","Giant milkweed"
2132,CAPR,"Calotropis procera","Rooster tree"
2137,CAAC4,"Calyptranthes acevedoi","Puerto rico mountainbay"
2138,CAES,"Calyptranthes estremenae","Las cuevas mountainbay"
2139,CAKI,"Calyptranthes kiaerskovii","Kiaerskov's lidflower"
2140,CAKR,"Calyptranthes krugii",Limoncillo
2141,CALU12,"Myrcia luquillensis","Luquillo forest lidflower"
2142,CAMA25,"Calyptranthes martorellii","Martorell's lidflower"
2143,CAPA2,"Calyptranthes pallens","Pale lidflower"
2144,CAPE17,"Calyptranthes peduncularis","Maricao lidflower"
2145,CAPO9,"Myrcia portoricensis","Puerto rico lidflower"
2146,CASI8,"Calyptranthes sintenisii","Limoncillo del monte"
2147,CATH3,"Calyptranthes thomasiana","Thomas' lidflower"
2148,CATR12,"Calyptranthes triflora","Threeblossom lidflower"
2149,CAWO5,"Calyptranthes woodburyi","Woodbury's lidflower"
2150,CAZU,"Calyptranthes zuzygium","Myrtle of the river"
2151,CARI3,"Calyptronoma rivalis","Puerto rico manac"
2152,CAJA9,"Camellia japonica",Camellia
2153,CASA,"Camellia oleifera","Sasanqua camellia"
2154,CASI16,"Camellia sinensis",Tea
2156,CAOD,"Cananga odorata",Ilang-Ilang
2157,CAWI,"Canella winterana","Cinnamon bark"
2158,CAHO,"Canotia holacantha",Canotia
2162,CACY,"Quadrella cynophallophora","Jamacia caper"
2163,CAFL3,"Cynophalla flexuosa",Falseteeth
2166,CAIN5,"Quadrella indica",Linguam
2171,CAPA3,"Carica papaya",Papaya
2172,CAMA37,"Carissa macrocarpa",Amatungulu
2173,CARE22,"Ehretia retusa",Scorpionbush
2174,CACA17,"Carpenteria californica","Tree anemone"
2201,CAMI36,"Caryota mitis","Burmese fishtail palm"
2202,CAUR,"Caryota urens","Wine palm"
2203,CACL3,"Casasia clusiifolia","Sevenyear apple"
2205,CAAR8,"Casearia arborea","Gia verde"
2207,CAGU2,"Casearia guianensis","Guyanese wild coffee"
2209,CASY2,"Casearia sylvestris",Crackopen
2214,CANE,"Cassia nemophila","Australian senna"
2215,CAXY,"Elaeodendron xylocarpa",Marbletree
2216,CAGU3,"Cassipourea guianensis",Goatwood
2223,CAEM4,"Castela emoryi","Crucifixion thorn"
2224,CAER3,"Castela erecta",Goatbush
2226,CACU,"Casuarina cunninghamiana","River she-oak"
2227,CAEQ,"Casuarina equisetifolia","Australian pine"
2228,CAGL11,"Casuarina glauca","Gray sheoak"
2229,CALE28,"Casuarina cristata",Belah
2237,CEAR,"Ceanothus arboreus","Feltleaf ceanthous"
2238,CEAR2,"Ceanothus x arcuatus","Arching ceanothus"
2239,CEBA,"Ceanothus x bakeri","Baker's ceanothus"
2240,CECO2,"Ceanothus connivens","Trailing buckbrush"
2241,CECO,"Ceanothus cordulatus","Whitethorn ceanothus"
2242,CECR,"Ceanothus crassifolius","Hoaryleaf ceanothus"
2243,CECU,"Ceanothus cuneatus",Buckbrush
2244,CECY,"Ceanothus cyaneus","San diego buckbrush"
2245,CEDE2,"Ceanothus dentatus","Sandscrub ceanothus"
2246,CEDI,"Ceanothus divergens","Calistoga ceanothus"
2247,CEFE,"Ceanothus fendleri","Fendler's ceanothus"
2248,CEFE2,"Ceanothus ferrisiae","Coyote ceanothus"
2249,CEFL4,"Ceanothus x flexilis","Flexible ceanothus"
2250,CEGR,"Ceanothus greggii","Desert ceanothus"
2251,CEGR2,"Ceanothus griseus","Carmel ceanothus"
2253,CEIM,"Ceanothus impressus","Santa barbara ceanothus"
2254,CEIN3,"Ceanothus incanus","Coast whitethorn"
2256,CEJE,"Ceanothus jepsonii","Jepson's ceanothus"
2257,CELE3,"Ceanothus lemmonii","Lemmon's ceanothus"
2258,CELE2,"Ceanothus leucodermis","Chaparral whitethorn"
2259,CELO,"Ceanothus x lobbianus","Lobbian ceanothus"
2260,CELO2,"Ceanothus x lorenzenii","Lorenzen's ceanothus"
2261,CEMA,"Ceanothus maritimus","Maritime ceanothus"
2263,CEME,"Ceanothus megacarpus","Bigpod ceanothus"
2264,CEME3,"Ceanothus x mendocinensis","Mendocino ceanothus"
2266,CEOL,"Ceanothus oliganthus","Hairy ceanothus"
2267,CEOP,"Ceanothus ophiochilus","Vail lake ceanothus"
2268,CEOT,"Ceanothus x otayensis","Otay ceanothus"
2269,CEPA6,"Ceanothus palmeri","Palmer ceanothus"
2270,CEPA2,"Ceanothus papillosus","Wartleaf ceanothus"
2271,CEPA3,"Ceanothus parryi","Parry ceanothus"
2273,CEPU2,"Ceanothus purpureus","Hollyleaf ceanothus"
2274,CERO4,"Ceanothus roderickii","Pine hill buckbrush"
2275,CERU,"Ceanothus x rugosus","Rugose ceanothus"
2277,CESE5,"Ceanothus serpyllifolius","Coastal plain buckbrush"
2278,CESO,"Ceanothus sonomensis","Sonoma ceanothus"
2279,CESO2,"Ceanothus sorediatus",Jimbrush
2280,CESP,"Ceanothus spinosus","Green bark ceanothus"
2281,CETH,"Ceanothus thyrsiflorus","Blue blossom"
2282,CETO,"Ceanothus tomentosus","Woolyleaf ceanothus"
2283,CEVA,"Ceanothus x vanrensselaeri","Vanrensselaer ceanothus"
2284,CEVE4,"Ceanothus x veitchianus","Veitch ceanothus"
2285,CEVE,"Ceanothus velutinus","Snowbrush ceanothus"
2286,CEVE2,"Ceanothus verrucosus","Barranca brush"
2288,CEOB,"Cecropia obtusifolia","Trumpet tree"
2289,CEPA,"Cecropia palmata",Cecropia
2291,CESI,"Toona sinensis","Chinese toon"
2292,CEAT,"Cedrus atlantica","Atlas cedar"
2293,CEDE,"Cedrus deodara","Deodar cedar"
2294,CELI,"Cedrus libani","Cedar of lebanon"
2309,CESI3,"Ceratonia siliqua",Carob
2313,CEIN2,"Cercocarpus intricatus","Littleleaf mountain mahogany"
2314,CELE,"Cercocarpus ledifolius","Curlleaf mountain  mahogany"
2315,CEMO,"Cercocarpus montanus","Alderleaf mountain  mahogany"
2316,CETR4,"Cercocarpus traskiae","Catalina island mountain mahogany"
2317,CEHE3,"Cereus hexagonus","Lady of the night cactus"
2318,CEHI3,"Cereus hildmannianus","Hedge cactus"
2320,CEAL3,"Cestrum alternifolium","Alternateleaf jessamine"
2321,CEAU2,"Cestrum aurantiacum","Orange jessamine"
2322,CEDI6,"Cestrum diurnum","Day jessamine"
2323,CEFA3,"Cestrum fasciculatum","Early jessamine"
2324,CELA2,"Cestrum macrophyllum","Galan del monte"
2325,CENO,"Cestrum nocturnum","Night jessamine"
2326,CESA4,"Cestrum salicifolium","Pussywillow jessamine"
2328,CHAU2,"Chamaebatia australis","Southern mountain misery"
2332,CHLA2,"Chamaecyparis lawsoniana","Port orford cedar"
2334,CHOB,"Chamaecyparis obtusa","Hinoki cypress"
2335,CHTH,"Chamaecyparis thyoides","Atlantic white cedar"
2338,CHCA,"Chamaedaphne calyculata","Bog heather"
2339,CHSE17,"Chamaedorea seifrizii","Seifriz's chamaedorea"
2352,CHDE3,"Charpentiera densiflora","Napali coast papala"
2354,CHOB2,"Charpentiera obovata","Broadleaf papala"
2357,CHDO3,"Cheirodendron dominii","Domin's club"
2358,CHFA,"Cheirodendron fauriei","Faurie's club"
2359,CHFO4,"Cheirodendron forbesii",Olapa
2360,CHPL,"Cheirodendron platyphyllum",Lapalapa
2361,CHTR2,"Cheirodendron trigynum",Olapalapa
2363,CHLI,"Chilopsis linearis",Desertwillow
2364,CHAL8,"Chiococca alba","West indian milkberry"
2373,CHVE4,"Chione venosa",Fatpork
2374,CHDU,"Choisya dumosa","Mexican orange"
2377,CHIC,"Chrysobalanus icaco","Coco plum"
2378,CHSE11,"Chrysolepis sempervirens","Bush chinquapin"
2379,CHAR6,"Chrysophyllum argenteum","Bastard redwood"
2380,CHBI5,"Chrysophyllum bicolor","Chrysophyllum bicolor"
2382,CHOL,"Chrysophyllum oliviforme",Satinleaf
2383,CHPA31,"Chrysophyllum pauciflorum","Camito de perro"
2391,CICH,"Cibotium chamissoi","Chamisso's manfern"
